time, pressure
2.34,1.4237673804
2.36,1.4506569338
2.38,1.396877827
2.4,1.47065173
2.42,1.4037725842
2.44,1.4306621377
2.46,1.4506569338
2.48,1.4037725842
2.5,1.47065173
2.52,1.396877827
2.54,1.4644464484
2.56,1.396877827
2.58,1.4437621765
2.6,1.4168726231
2.62,1.4506569338
2.64,1.4168726231
2.66,1.4168726231
2.68,1.4168726231
2.7,1.4237673804
2.72,1.4099778658
2.74,1.4037725842
2.76,1.396877827
2.78,1.4237673804
2.8,1.396877827
2.82,1.4168726231
2.84,1.396877827
2.86,1.4168726231
2.88,1.4099778658
2.9,1.4037725842
2.92,1.4099778658
2.94,1.3899830697
2.96,1.4099778658
2.98,1.4099778658
3,1.4099778658
3.02,1.4037725842
3.04,1.396877827
3.06,1.4037725842
3.08,1.396877827
3.1,1.3899830697
3.12,1.396877827
3.14,1.3830883124
3.16,1.4037725842
3.18,1.3768830308
3.2,1.396877827
3.22,1.3899830697
3.24,1.3830883124
3.26,1.3899830697
3.28,1.3830883124
3.3,1.3699882735
3.32,1.4037725842
3.34,1.3362039628
3.36,1.4237673804
3.38,1.3499934774
3.4,1.4099778658
3.42,1.3630935162
3.44,1.3899830697
3.46,1.3830883124
3.48,1.3768830308
3.5,1.3899830697
3.52,1.3561987589
3.54,1.396877827
3.56,1.3630935162
3.58,1.3699882735
3.6,1.3768830308
3.62,1.3630935162
3.64,1.3830883124
3.66,1.3630935162
3.68,1.3561987589
3.7,1.3630935162
3.72,1.3499934774
3.74,1.3699882735
3.76,1.3499934774
3.78,1.3630935162
3.8,1.3561987589
3.82,1.3768830308
3.84,1.3630935162
3.86,1.3630935162
3.88,1.3499934774
3.9,1.3561987589
3.92,1.3561987589
3.94,1.3699882735
3.96,1.3499934774
3.98,1.3768830308
4,1.3561987589
4.02,1.3630935162
4.04,1.3630935162
4.06,1.3499934774
4.08,1.3630935162
4.1,1.3430987201
4.12,1.3630935162
4.14,1.3499934774
4.16,1.3630935162
4.18,1.3699882735
4.2,1.3499934774
4.22,1.3699882735
4.24,1.3430987201
4.26,1.3630935162
4.28,1.3630935162
4.3,1.3293092055
4.32,1.3830883124
4.34,1.3162091667
4.36,1.3830883124
4.38,1.3362039628
4.4,1.3699882735
4.42,1.3362039628
4.44,1.3499934774
4.46,1.3430987201
4.48,1.3561987589
4.5,1.3499934774
4.52,1.3630935162
4.54,1.3430987201
4.56,1.3362039628
4.58,1.3499934774
4.6,1.3430987201
4.62,1.3499934774
4.64,1.3362039628
4.66,1.3362039628
4.68,1.3430987201
4.7,1.3362039628
4.72,1.3362039628
4.74,1.3293092055
4.76,1.3224144482
4.78,1.3293092055
4.8,1.3293092055
4.82,1.3430987201
4.84,1.3224144482
4.86,1.3430987201
4.88,1.3224144482
4.9,1.3499934774
4.92,1.3224144482
4.94,1.3362039628
4.96,1.3293092055
4.98,1.3362039628
5,1.3293092055
5.02,1.3362039628
5.04,1.3293092055
5.06,1.3293092055
5.08,1.3224144482
5.1,1.3224144482
5.12,1.3162091667
5.14,1.3162091667
5.16,1.3224144482
5.18,1.3024196521
5.2,1.3362039628
5.22,1.3093144094
5.24,1.3293092055
5.26,1.3024196521
5.28,1.3293092055
5.3,1.2893196132
5.32,1.3224144482
5.34,1.2955248948
5.36,1.3293092055
5.38,1.3093144094
5.4,1.3162091667
5.42,1.3162091667
5.44,1.3024196521
5.46,1.3293092055
5.48,1.3093144094
5.5,1.3162091667
5.52,1.3093144094
5.54,1.3093144094
5.56,1.3162091667
5.58,1.3162091667
5.6,1.3224144482
5.62,1.3093144094
5.64,1.3162091667
5.66,1.3093144094
5.68,1.3093144094
5.7,1.3162091667
5.72,1.3024196521
5.74,1.3093144094
5.76,1.2955248948
5.78,1.3162091667
5.8,1.3093144094
5.82,1.3093144094
5.84,1.3024196521
5.86,1.3162091667
5.88,1.2893196132
5.9,1.3293092055
5.92,1.3024196521
5.94,1.3162091667
5.96,1.3093144094
5.98,1.3162091667
6,1.3024196521
6.02,1.3162091667
6.04,1.3024196521
6.06,1.3162091667
6.08,1.3024196521
6.1,1.3162091667
6.12,1.3093144094
6.14,1.3024196521
6.16,1.3224144482
